Age,Gender,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
24,Male,94667,768,26118,Home,Self-employed,13,Good,0.426268032,104282,1,Vanessaton,HI,Papua New Guinea,2,0,Low
49,Female,49870,625,29285,Home,Self-employed,7,Poor,0.110209775,187903,2,Wattsview,CT,Moldova,4,0,Low
63,Female,113526,621,32419,Business,Self-employed,10,Poor,0.578291338,86539,,Port Heatherport,MA,Sudan,2,2,Low
39,Non-binary,117031,650,5301,Personal,Self-employed,15,Poor,0.510807685,157142,0,Lake Anthony,FM,Bosnia and Herzegovina,,1,Low
54,Female,74240,633,11854,Business,Unemployed,5,Good,0.351534961,76783,1,Lake Natalie,FM,Poland,4,2,Low
39,Female,81517,711,32838,Business,Employed,19,Fair,0.437870492,148754,4,South Whitneyview,NY,Argentina,3,1,Low
35,Non-binary,108586,625,41978,Personal,Employed,2,Excellent,0.478343891,182403,,Lake Frankfurt,KS,Bosnia and Herzegovina,3,2,Medium
23,Non-binary,34319,640,35058,Home,Unemployed,18,Poor,0.406965843,37907,2,Rhodesmouth,DE,Saint Vincent and the Grenadines,3,1,Low
55,Non-binary,38638,696,13632,Personal,Self-employed,19,Excellent,0.509251679,143434,4,Raymondshire,OH,Hong Kong,,0,Medium
54,Male,60753,778,25200,Personal,Unemployed,12,Good,0.27287163,219389,2,West Anthonyberg,IN,Senegal,3,2,High
35,Non-binary,56734,761,46826,Personal,Unemployed,15,Excellent,0.387846098,238379,1,Port Patrickberg,IL,Italy,1,0,Low
21,Female,58918,618,22165,Home,Employed,0,Good,0.381804389,222403,3,New Christopherland,IL,Slovakia (Slovak Republic),2,2,Medium
51,Female,47685,718,23891,Home,Unemployed,0,Poor,0.201201682,112966,4,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2,2,Low
32,Male,118835,722,11982,Business,Unemployed,5,Good,0.37965399,209403,1,North Amy,WI,French Guiana,2,1,Medium
36,Male,118962,712,30328,Auto,Self-employed,0,Poor,0.373723736,269560,4,East Andrew,WY,Yemen,,2,Medium
42,Non-binary,37540,672,6724,Auto,Self-employed,16,Poor,0.106682376,217834,0,Schmidtbury,AL,San Marino,2,0,Low
20,Non-binary,103984,611,5350,Personal,Unemployed,4,Good,0.591137633,203201,1,East Matthew,TX,Turkey,0,1,Low
49,Non-binary,41966,618,35534,Home,Unemployed,6,Good,0.27213229,151975,,Port Joel,AR,Peru,,2,Low
63,Non-binary,24435,696,49852,Personal,Unemployed,12,Poor,0.374582186,173878,1,Hortonstad,WY,Indonesia,1,2,Low
67,Non-binary,27131,605,9171,Home,Employed,14,Excellent,0.492692486,274572,1,Caseville,NH,Tonga,0,2,Medium
31,Female,105924,738,41443,Business,Unemployed,15,Fair,0.208205649,243582,1,Greenefurt,OK,Norfolk Island,3,1,Low
68,Female,63130,705,25293,Business,Employed,7,Fair,0.193760999,30506,2,Davemouth,WY,Jersey,1,1,Low
64,Male,49367,772,12840,Auto,Employed,11,Fair,0.461116857,249394,0,Alexanderview,SC,Trinidad and Tobago,3,0,Medium
21,Male,80200,796,47587,Home,Employed,17,Good,0.280799725,129205,3,East Charleshaven,KY,Aruba,1,2,Low
44,Male,107988,761,48101,Personal,Self-employed,10,Excellent,0.115234753,293530,3,Frankstad,MN,Wallis and Futuna,2,1,Low
32,Female,22919,662,37477,Business,Employed,11,Excellent,0.259245786,114916,4,Oscarside,UT,Afghanistan,3,2,Low
69,Female,89529,636,11861,Business,Self-employed,2,Excellent,0.278411856,214415,0,South Ashley,RI,Vietnam,2,2,High
18,Male,80378,639,31920,Business,Employed,11,Good,0.124848541,214743,3,South Amymouth,IA,Macao,3,0,Medium
53,Male,115637,759,38288,Personal,Unemployed,18,Good,0.460293038,80877,0,Bakerview,NE,Antigua and Barbuda,3,1,Medium
51,Non-binary,38910,777,21601,Home,Unemployed,7,Fair,0.307022193,72799,,North Robert,NV,Guadeloupe,2,0,Low
55,Male,52919,699,47283,Home,Employed,14,Good,0.523999475,299435,4,Johnsonton,RI,Guinea,0,0,High
38,Female,117098,733,39836,Business,Employed,16,Excellent,0.509798465,215328,,West Sharon,NJ,Vietnam,2,0,Medium
33,Male,83303,712,23883,Business,Unemployed,4,Poor,0.41075184,117508,1,Ashleeshire,DC,New Caledonia,4,0,Low
24,Male,21238,731,34171,Personal,Employed,4,Excellent,0.515971995,75887,,Rubioport,SC,Qatar,1,1,Low
28,Female,109624,771,16036,Personal,Self-employed,1,Good,0.152826692,95754,2,Port Laura,CA,Marshall Islands,3,2,Medium
67,Male,48223,606,15318,Business,Employed,13,Poor,0.350578947,214246,4,Shawnview,DC,Georgia,1,2,Low
45,Female,100821,608,25392,Home,Unemployed,9,Good,0.186020749,186780,4,Paulside,AZ,Bangladesh,2,2,Low
62,Non-binary,71726,658,27097,Business,Unemployed,12,Excellent,0.554995048,123775,0,New Alexanderport,KS,Pitcairn Islands,1,2,Low
54,Non-binary,111760,707,36786,Auto,Employed,17,Good,0.126646749,52120,0,Angelaburgh,KS,Luxembourg,4,2,Medium
29,Female,100123,603,46735,Business,Unemployed,6,Fair,0.234113208,65712,,North Michael,IL,Chile,0,0,Low
51,Male,107171,763,45955,Auto,Self-employed,8,Poor,0.502590674,258221,1,Wendyland,NE,Kuwait,1,1,Low
51,Male,36756,646,39884,Business,Employed,16,Excellent,0.244589366,68595,2,New Stephanieville,VT,Sweden,3,0,Low
21,Non-binary,106940,721,43381,Home,Self-employed,13,Excellent,0.468084508,68461,1,Ruthland,FM,Saint Lucia,0,2,Low
32,Female,36150,614,47080,Home,Unemployed,3,Fair,0.383432349,280243,0,Kariville,NJ,Mauritania,4,2,Medium
45,Male,22751,776,48368,Home,Employed,7,Fair,0.18131963,139323,4,Lake Heather,CT,Panama,2,0,Medium
41,Male,114897,724,33782,Auto,Employed,19,Poor,0.100727342,203813,2,Lake Joshua,PR,Afghanistan,0,2,Low
25,Male,102176,604,28933,Personal,Employed,8,Good,0.468058725,140628,4,Robinport,ME,Oman,1,1,Medium
68,Non-binary,94676,709,27727,Personal,Unemployed,7,Excellent,0.37040874,233292,1,South Kristen,CA,Venezuela,2,1,Low
37,Non-binary,83474,779,37611,Personal,Unemployed,2,Fair,0.250502633,177110,3,Rossfurt,AL,Trinidad and Tobago,1,1,Low
60,Male,108444,662,40153,Business,Unemployed,19,Poor,0.142010326,175005,,North Jenniferstad,NE,French Southern Territories,3,0,Low
52,Female,110341,707,32742,Personal,Unemployed,9,Excellent,0.487182226,206337,3,West Josephfurt,DC,Bolivia,2,1,Medium
48,Female,72563,756,15115,Business,Employed,12,Poor,0.45234732,135455,3,Colemanville,NC,Benin,1,1,Medium
22,Male,117552,669,34394,Home,Unemployed,18,Fair,0.392459515,227939,1,Newmanville,WY,Guernsey,0,1,Low
34,Non-binary,78609,781,44820,Personal,Unemployed,8,Fair,0.26252993,177433,,Walkerland,NM,French Guiana,0,1,Low
40,Non-binary,23194,644,18194,Business,Unemployed,2,Poor,0.318496764,230545,4,New Kimberlyland,WA,Netherlands Antilles,3,1,Low
19,Female,110139,747,13655,Personal,Employed,11,Fair,0.132462359,154531,3,West Kathleen,MH,Cambodia,3,2,Medium
58,Female,87158,761,45577,Personal,Unemployed,1,Excellent,0.25920364,148901,,New Matthewfort,UT,Norway,,2,Low
40,Non-binary,79439,748,41826,Business,Self-employed,13,Fair,0.405970824,49315,1,Williamsshire,VA,Saint Vincent and the Grenadines,2,2,Medium
55,Female,105662,730,32440,Auto,Unemployed,17,Good,0.547985285,243369,2,East Cynthia,HI,Lesotho,3,2,Medium
43,Male,111118,654,46199,Home,Unemployed,1,Fair,0.481644749,274277,3,Campbellview,NC,Singapore,4,2,Low
19,Non-binary,86231,677,39315,Personal,Self-employed,6,Poor,0.524104208,21265,4,Edwardborough,WI,French Guiana,1,1,Medium
64,Male,27014,780,36704,Home,Unemployed,18,Fair,0.218801819,181585,3,New Donaldside,SC,Saudi Arabia,4,1,Low
24,Male,32291,776,28968,Business,Self-employed,3,Excellent,0.398336078,235595,,East Jonathanside,MI,Malta,2,0,Medium
31,Non-binary,46269,616,35767,Business,Self-employed,7,Poor,0.104931918,272146,0,South Courtneyview,MS,Tajikistan,0,0,Low
63,Female,44667,796,24173,Business,Self-employed,17,Good,0.517714268,28982,4,West Richard,CO,Marshall Islands,4,0,Low
35,Non-binary,103748,704,41146,Home,Self-employed,2,Excellent,0.274006835,294726,4,Lake Jeffreybury,VA,Saint Kitts and Nevis,,2,Medium
58,Male,26668,783,10147,Auto,Unemployed,0,Fair,0.315258984,38083,1,New Heatherland,DE,Samoa,2,1,Low
54,Male,41725,777,31532,Home,Unemployed,1,Good,0.329581987,257918,0,New Heatherburgh,NC,Chad,3,0,Low
41,Male,117813,615,32854,Auto,Unemployed,13,Fair,0.266667636,268628,1,East Shari,CO,Italy,2,0,Low
46,Female,37441,642,48806,Personal,Self-employed,7,Poor,0.245534298,140676,3,Ericshire,CO,Lebanon,4,2,Low
46,Non-binary,99874,779,20630,Business,Self-employed,10,Poor,0.504374118,192187,1,Lake Stevenport,OK,Liechtenstein,,2,High
52,Female,47115,689,5521,Home,Unemployed,10,Fair,0.291214987,165326,2,Victorland,MI,French Guiana,,2,Low
52,Female,63815,663,12089,Personal,Unemployed,18,Fair,0.411987962,157076,1,Johnsonbury,CT,Saint Barthelemy,1,1,Low
52,Non-binary,28117,777,43848,Personal,Employed,0,Fair,0.206550207,180411,2,North Maxwell,NJ,Japan,4,1,Medium
32,Non-binary,96844,639,35997,Auto,Unemployed,10,Excellent,0.149014858,212676,1,East Teresaton,CA,Bolivia,2,0,Medium
35,Male,49055,786,21916,Business,Employed,5,Excellent,0.23913224,81355,1,West Denisemouth,ND,Mayotte,1,0,Medium
32,Non-binary,44832,786,26318,Auto,Employed,10,Good,0.116037447,233532,0,North Derekbury,NV,Nauru,1,1,Low
61,Female,85984,742,9671,Business,Unemployed,11,Excellent,0.274405449,238152,1,Brownstad,MI,Cayman Islands,3,0,Low
44,Non-binary,32985,794,32122,Business,Employed,2,Good,0.247962581,131045,0,New Andrewville,AL,Cote d'Ivoire,0,2,Low
56,Non-binary,109074,644,44069,Business,Employed,7,Excellent,0.358411596,230971,3,Mcmillanton,VI,Seychelles,3,0,Medium
64,Male,24321,789,43084,Home,Employed,8,Good,0.460094868,214252,3,South Bradley,CA,Vanuatu,4,1,Low
60,Male,109792,763,28526,Business,Self-employed,3,Excellent,0.231447922,58359,1,Baileyberg,OK,Saint Kitts and Nevis,1,2,Medium
62,Non-binary,22291,702,30633,Personal,Unemployed,1,Excellent,0.450341044,273234,,Williamtown,IN,Uzbekistan,,2,Low
59,Non-binary,112097,711,32211,Home,Employed,18,Good,0.596192141,88870,2,North Melissa,NJ,Mozambique,4,1,High
47,Non-binary,115384,654,6345,Auto,Self-employed,16,Good,0.19980165,93331,0,Gutierrezborough,NJ,Costa Rica,2,1,Low
21,Female,37412,721,31293,Personal,Employed,7,Poor,0.506643451,46275,2,North Morgan,KS,Cyprus,4,2,Low
54,Female,62837,728,34794,Business,Unemployed,10,Excellent,0.119691062,263985,1,North Kathryn,MO,Burkina Faso,0,2,Low
20,Male,56992,694,26150,Auto,Employed,10,Excellent,0.452457034,211905,2,Wallaceview,HI,United States Minor Outlying Islands,3,2,Low
53,Non-binary,104008,679,32669,Business,Employed,1,Excellent,0.231336187,289770,1,Joshuafurt,MO,El Salvador,3,1,High
50,Female,55515,717,14867,Personal,Unemployed,7,Poor,0.48665126,132123,2,Wheelerfort,MA,Puerto Rico,1,2,Medium
25,Non-binary,71473,765,14855,Home,Employed,1,Good,0.290911627,291268,0,Gordonburgh,MI,Micronesia,4,0,Low
28,Female,115018,789,23529,Personal,Employed,11,Good,0.477100764,290952,3,Crystalfort,DE,Kazakhstan,3,1,Low
54,Non-binary,29449,683,49541,Auto,Employed,3,Fair,0.355815,260559,,South Angelaborough,TN,Seychelles,1,0,Low
54,Female,23837,692,5389,Business,Employed,13,Good,0.542403857,175164,2,New Joseph,VA,Guam,1,0,Medium
50,Male,65097,695,9075,Home,Employed,15,Excellent,0.21071361,261860,0,Collinsfort,NV,North Macedonia,1,1,Low
24,Male,67907,732,8049,Auto,Employed,12,Poor,0.147506978,74216,0,Saraview,MO,Puerto Rico,2,2,Medium
27,Non-binary,72181,665,22569,Business,Employed,2,Good,0.316120391,271732,,Tylerbury,ME,Burundi,1,2,Low
26,Female,44838,656,19495,Business,Unemployed,12,Excellent,0.127790994,73852,2,Smithhaven,NE,Panama,2,2,Medium
26,Non-binary,111288,798,19256,Home,Self-employed,15,Poor,0.397157302,194627,3,New Vanessa,FL,Georgia,1,0,Low
22,Male,39396,666,30790,Business,Unemployed,12,Fair,0.365633578,218704,,Mitchellport,HI,Zambia,2,1,Low
43,Female,27699,656,29192,Personal,Employed,8,Fair,0.446710836,123524,4,Katherinechester,AR,Congo,3,2,Low
63,Male,77429,759,44021,Home,Employed,5,Excellent,0.599780541,184873,0,Danielburgh,MA,Paraguay,2,2,Low
67,Female,28660,654,20223,Business,Employed,2,Good,0.192484297,260549,2,Rogersmouth,WI,Saint Pierre and Miquelon,2,1,Low
39,Female,111564,687,41620,Personal,Unemployed,10,Fair,0.579206891,127321,1,Savannahshire,NC,Australia,0,0,Low
66,Male,29319,676,11747,Auto,Employed,11,Fair,0.126670385,197751,,Torresville,AS,French Guiana,,2,High
46,Female,39779,697,25633,Business,Self-employed,1,Poor,0.133090077,178046,0,North Joshua,NJ,United Arab Emirates,1,2,Medium
49,Male,116204,601,36592,Personal,Employed,19,Good,0.361680715,204610,3,Phelpsberg,GU,Martinique,4,2,Low
52,Non-binary,57672,780,31363,Personal,Self-employed,0,Good,0.414935758,189350,1,New Caitlin,MA,Nauru,0,0,Low
52,Male,91441,798,15391,Auto,Self-employed,13,Poor,0.269128638,78039,2,West Paul,MT,Antigua and Barbuda,2,0,Medium
61,Male,66454,789,49507,Auto,Unemployed,17,Fair,0.30763609,138818,,New Donnafurt,AL,Ukraine,0,2,Low
52,Female,39734,641,42843,Auto,Unemployed,18,Excellent,0.395627956,221155,3,West Erinburgh,MN,United Kingdom,,0,Medium
42,Male,40860,642,7714,Home,Self-employed,17,Poor,0.254516071,85955,0,Lake Matthew,MN,Gibraltar,4,0,Low
33,Female,55584,691,36824,Auto,Employed,15,Excellent,0.371420382,238132,0,New Gina,NV,Honduras,2,1,Low
35,Male,81850,711,25151,Business,Employed,11,Good,0.379794849,227693,1,South Timview,WV,Nigeria,3,1,Medium
32,Non-binary,93851,667,22738,Personal,Self-employed,15,Excellent,0.395293868,245739,3,Port Sarah,GA,Nigeria,2,2,Low
52,Female,94292,684,11596,Personal,Employed,6,Good,0.228723523,176006,0,North Sherry,MH,Nicaragua,4,2,Low
20,Female,46485,714,13389,Personal,Self-employed,12,Excellent,0.217857483,27421,3,New Matthewborough,SD,Martinique,0,0,Low
38,Non-binary,57822,714,6533,Home,Employed,4,Fair,0.294871882,121972,4,Lake Gregoryburgh,CO,Peru,4,1,Low
19,Female,76878,689,5412,Business,Self-employed,17,Fair,0.546073175,203418,1,Nelsonview,TX,Belize,4,0,Low
18,Male,63578,681,26888,Business,Employed,12,Fair,0.101710802,49558,2,North Shannonmouth,IA,Venezuela,4,0,Low
46,Non-binary,75059,712,43731,Auto,Unemployed,10,Good,0.303833546,151900,0,Davisberg,NE,Falkland Islands (Malvinas),2,0,Low
20,Female,77487,716,43574,Auto,Self-employed,17,Poor,0.240641568,156348,2,Ryanside,MN,Bahrain,,2,Medium
62,Female,75900,651,49978,Personal,Self-employed,3,Good,0.264301345,24777,0,Mannside,AR,Latvia,2,0,Medium
18,Male,27312,777,26528,Home,Self-employed,5,Excellent,0.216173485,264157,3,East Benjamin,NC,Palau,1,0,Low
35,Non-binary,78765,657,17624,Business,Unemployed,16,Excellent,0.511078543,266558,3,Katherineville,WV,Marshall Islands,,0,Low
39,Male,28078,646,34286,Business,Self-employed,1,Good,0.213329664,234021,4,Mcclainfurt,DC,Saint Barthelemy,3,2,Low
34,Non-binary,76210,710,14139,Personal,Self-employed,14,Good,0.559238616,121547,,Jessicaview,NC,Myanmar,0,2,Low
30,Female,41169,724,40579,Home,Self-employed,18,Poor,0.44328749,279796,3,East Tanyamouth,MH,Greece,2,1,Medium
40,Male,26503,645,23379,Personal,Unemployed,2,Poor,0.56013067,211168,2,Leeburgh,NC,Yemen,4,2,Medium
55,Male,62139,646,18866,Personal,Self-employed,6,Good,0.157969835,89608,0,Smithchester,NH,Palestinian Territory,0,1,Low
57,Female,85883,754,25813,Personal,Self-employed,11,Fair,0.39802659,205979,2,Jamiebury,WA,Dominican Republic,4,1,Low
34,Male,24858,763,46303,Business,Unemployed,3,Poor,0.507676067,55385,3,Lake Sara,MO,Liechtenstein,,2,Low
38,Non-binary,26858,783,11363,Business,Self-employed,2,Fair,0.339070055,163920,3,Odonnellchester,MN,Isle of Man,3,1,Low
22,Female,58345,732,35331,Personal,Self-employed,13,Fair,0.44903451,120601,3,Robertsburgh,NM,Timor-Leste,0,0,Low
31,Female,107986,777,33519,Personal,Employed,8,Good,0.450801859,170578,3,West Candice,DC,Montserrat,2,1,High
64,Non-binary,56232,616,13412,Home,Employed,19,Good,0.503807938,120505,3,East Courtneychester,UT,French Guiana,1,0,Medium
21,Male,47106,679,26061,Personal,Self-employed,0,Excellent,0.232260637,42062,3,Susanshire,AK,Bouvet Island (Bouvetoya),,0,Low
28,Male,47881,680,29640,Business,Unemployed,12,Good,0.184763184,242194,3,Lake Edwin,NC,Fiji,0,0,Low
56,Male,27377,764,25336,Personal,Employed,8,Excellent,0.541219387,194672,1,Rogerhaven,MD,Guam,1,1,Low
58,Female,85252,642,42477,Auto,Employed,18,Fair,0.463708396,53692,0,Vargashaven,FM,Sweden,0,1,Low
45,Male,111228,709,14500,Business,Self-employed,19,Fair,0.399768706,127222,1,Lake Gary,MA,Korea,,0,Low
47,Male,107091,795,47001,Business,Self-employed,7,Excellent,0.308272862,279238,4,Stevenburgh,OH,Malawi,4,1,Low
58,Female,47410,673,48704,Business,Self-employed,7,Excellent,0.306834265,195837,0,North Charlesburgh,MP,Brunei Darussalam,,1,Low
64,Non-binary,97395,734,21023,Auto,Unemployed,13,Excellent,0.57080097,42195,4,Mccoychester,FL,Comoros,4,1,Low
30,Female,98766,750,34011,Home,Unemployed,5,Fair,0.383156516,204683,3,Ashleyfort,PR,Jamaica,3,1,Low
54,Female,107581,666,44189,Business,Employed,18,Good,0.100975857,243126,1,Amandatown,TX,Panama,4,1,Medium
41,Male,81491,760,40031,Auto,Employed,2,Excellent,0.266765242,116340,2,West Jesse,AK,Croatia,1,0,High
39,Female,89285,678,25265,Business,Employed,5,Excellent,0.194536861,205832,4,South Reneemouth,KY,Bulgaria,0,0,Low
21,Female,45345,612,37568,Auto,Unemployed,5,Excellent,0.543325873,91910,0,Deborahbury,ND,Russian Federation,2,0,Low
53,Non-binary,98755,714,25805,Business,Self-employed,15,Good,0.507224218,46742,4,Port Jamesfurt,TX,Hong Kong,0,2,High
26,Female,51478,768,8763,Personal,Unemployed,2,Excellent,0.210161787,276121,2,New Gregoryland,KY,Western Sahara,1,2,Low
56,Female,115777,672,14572,Business,Self-employed,0,Poor,0.447207022,197080,2,South Ambershire,CA,Yemen,4,0,Low
52,Female,89205,677,43184,Home,Unemployed,4,Good,0.290029907,176816,0,Lake Justinfort,GA,Bermuda,1,2,Low
53,Non-binary,86686,745,25179,Business,Unemployed,0,Fair,0.41998485,296629,4,Wilsonshire,CO,Malta,0,1,Low
49,Non-binary,81262,626,23172,Personal,Unemployed,13,Excellent,0.334860124,225260,1,Dennisborough,ND,Comoros,,2,Medium
41,Female,34877,752,10925,Home,Employed,1,Excellent,0.213047287,219899,,New Toni,IA,Pitcairn Islands,1,1,Low
52,Non-binary,71150,750,7117,Business,Employed,14,Excellent,0.388935881,80599,0,Mullenville,WY,Germany,2,1,Low
32,Male,65874,661,16475,Personal,Self-employed,19,Excellent,0.475410568,291519,0,East Charlesborough,MA,Mongolia,3,1,Low
21,Female,80750,753,40310,Home,Self-employed,6,Poor,0.326085409,201804,1,Lake Linda,NM,Kazakhstan,1,0,Low
49,Male,22016,724,31617,Personal,Self-employed,6,Excellent,0.346221091,295496,0,Michaelshire,VI,Jersey,0,2,Low
43,Male,107748,681,47928,Business,Self-employed,10,Poor,0.381807157,143735,4,Lake Diane,DE,Northern Mariana Islands,0,0,Low
47,Male,22263,717,21376,Business,Unemployed,9,Good,0.247817729,132283,3,Ronaldstad,MH,Ukraine,,1,Low
40,Male,63774,790,34778,Auto,Unemployed,3,Fair,0.474315905,223709,4,Andrewfort,MT,Cocos (Keeling) Islands,0,1,Low
68,Non-binary,31290,723,32077,Personal,Employed,19,Excellent,0.238324697,260368,,West Melissastad,NM,Haiti,1,1,Medium
18,Male,118550,753,17210,Auto,Employed,0,Good,0.17219268,258358,3,West Kevinborough,TX,Tajikistan,1,1,High
28,Female,21528,602,19837,Auto,Unemployed,10,Good,0.32226282,93626,1,Port Alisonberg,IA,Venezuela,1,1,Low
39,Non-binary,24597,706,40751,Personal,Employed,8,Fair,0.560671636,276950,,Lake Calvin,ID,Palestinian Territory,3,0,Low
69,Female,78769,696,42025,Home,Self-employed,16,Poor,0.385595487,233249,4,Garciaton,MI,Turks and Caicos Islands,2,2,High
62,Female,108921,667,10516,Auto,Self-employed,15,Fair,0.351127049,255160,1,Lopezhaven,WV,Gambia,1,2,Low
51,Non-binary,59560,729,36721,Business,Employed,0,Fair,0.144548141,126109,,Nancyfurt,MT,Antigua and Barbuda,4,2,Low
27,Non-binary,74820,729,27805,Home,Self-employed,9,Excellent,0.198040692,120306,2,Williamsview,IN,Syrian Arab Republic,,2,Low
22,Non-binary,28988,703,16196,Home,Employed,7,Excellent,0.286619979,241499,0,Moralesburgh,OH,Zimbabwe,,1,Low
19,Non-binary,27045,637,41576,Home,Self-employed,9,Excellent,0.543124915,111807,4,South Brandonville,UT,Saint Kitts and Nevis,3,1,Medium
38,Female,70281,641,22585,Auto,Self-employed,5,Excellent,0.212137844,79609,1,Kellychester,OK,Liberia,0,1,Low
43,Non-binary,48554,714,38533,Business,Employed,4,Excellent,0.142873447,147409,2,Port Adamland,VA,Tanzania,3,2,Medium
39,Male,36417,617,29487,Home,Unemployed,7,Good,0.569463351,114860,,North Christianland,VI,Czech Republic,,1,Low
49,Female,45651,772,46555,Business,Self-employed,10,Fair,0.328010095,252580,3,South Connorborough,TX,Peru,3,2,Medium
26,Non-binary,113676,647,36898,Auto,Employed,16,Fair,0.284045704,276782,3,Baileyshire,WI,Albania,0,0,Low
51,Non-binary,100631,692,41294,Home,Unemployed,10,Poor,0.502691601,274344,3,Matthewville,AR,Saint Kitts and Nevis,0,0,Low
54,Male,39450,609,37945,Business,Self-employed,19,Poor,0.554791636,161000,0,Andreafurt,PW,Bouvet Island (Bouvetoya),1,2,Low
24,Female,72164,738,41659,Auto,Employed,7,Excellent,0.188690676,187510,3,Port Brent,DE,Barbados,,0,Medium
